165.1289557069116,270.24452346516631,0.0
159.87472039705418,267.75591883652118,0.0
156.3454254253397,265.45107314070765,0.0
153.46436830557278,263.57838601285914,0.0
151.44762832173592,261.63367245701647,0.0
149.73346598253278,259.98073020135655,0.0
146.96410061764172,253.27946656049363,0.0
145.37277268450029,248.07461415823184,0.0
143.45085616156146,241.30786640038468,0.0
141.40881985593893,233.17976110545584,0.0
138.81957120697965,221.95523474579221,0.0
136.36378898322448,210.5572020333633,0.0
135.05581801622444,207.54086082375096,0.0
