147.94736407427104,558.43559417286031,0.0
146.78215671076441,554.69625986970061,0.0
145.68436021641642,549.97573494400433,0.0
144.36700442319886,545.03565071943842,0.0
142.93986898054649,538.88799035108968,0.0
141.7686183388096,534.14014182113692,0.0
140.26272465657644,528.28388861245242,0.0
139.09147401483955,522.09299236327161,0.0
137.92022337310263,515.73477459384264,0.0
136.91629425161386,510.38048594590254,0.0
135.9123651301251,504.02226817647363,0.0
134.90843600863633,497.16208584630033,0.0
134.23914992764381,492.47708327935271,0.0
133.40254232640314,485.78422246942756,0.0
132.90057776565877,481.76850598347249,0.0
132.56593472516249,475.91225277478793,0.0
