0.0,1.75
0.025,1.20
0.05,2.0
0.075,6.15
0.1,12.5
0.125,20.0
0.1375,21.5
0.15,21.5
0.175,17.7
0.2,13.75
0.225,7.7
0.25,3.5
0.275,1.5
0.3,-2.5
0.325,-3.0
0.35,-2.5
0.375,1.75
0.4,3.0
0.425,3.2
0.45,3.4
0.475,3.0
0.5,2.5
0.525,1.7
0.55,1.5
0.575,0.6
0.6,0.6
0.625,1.5
0.65,1.5
0.675,1.7
0.7,2.0
0.725,2.1
0.75,2.2
0.775,1.9
0.8,1.75
