0.314	4.50485
0.315	4.44358
0.316	4.38535
0.317	4.33014
0.318	4.27793
0.319	4.2287
0.32	4.18242
0.321	4.13898
0.322	4.09825
0.323	4.06004
0.324	4.0241
0.325	3.99019
0.326	3.95799
0.327	3.92721
0.328	3.89749
0.329	3.86848
0.33	3.83979
0.331	3.81102
0.332	3.78175
0.333	3.75155
0.334	3.71999
0.335	3.68663
0.336	3.65104
0.337	3.6128
0.338	3.5715
0.339	3.52674
0.34	3.47815
0.341	3.42538
0.342	3.36812
0.343	3.30611
0.344	3.23915
0.345	3.16713
0.346	3.09
0.347	3.00779
0.348	2.92061
0.349	2.82868
0.35	2.73229
0.351	2.6319
0.352	2.52805
0.353	2.42148
0.354	2.31303
0.355	2.20367
0.356	2.09448
0.357	1.98663
0.358	1.88129
0.359	1.77971
0.36	1.68309
0.361	1.59264
0.362	1.50951
0.363	1.43477
0.364	1.36938
0.365	1.31416
0.366	1.26976
0.367	1.23665
0.368	1.21514
0.369	1.20536
0.37	1.20728
0.371	1.22073
0.372	1.24537
0.373	1.28073
0.374	1.3262
0.375	1.38104
0.376	1.44441
0.377	1.5154
0.378	1.59304
0.379	1.67634
0.38	1.76429
0.381	1.85594
0.382	1.95032
0.383	2.04656
0.384	2.14381
0.385	2.24132
0.386	2.33844
0.387	2.43462
0.388	2.52943
0.389	2.6226
0.39	2.71398
0.391	2.80357
0.392	2.89149
0.393	2.97795
0.394	3.0632
0.395	3.14748
0.396	3.23104
0.397	3.3141
0.398	3.39685
0.399	3.47945
0.4	3.56205
0.401	3.64476
0.402	3.72764
0.403	3.81071
0.404	3.89396
0.405	3.9773
0.406	4.0606
0.407	4.14368
0.408	4.22633
0.409	4.30831
0.41	4.38936
0.411	4.46924
0.412	4.54769
0.413	4.62444
0.414	4.69924
0.415	4.77183
0.416	4.84196
0.417	4.90944
0.418	4.97411
0.419	5.03585
0.42	5.09455
0.421	5.15014
0.422	5.20256
0.423	5.25183
0.424	5.298
0.425	5.3412
0.426	5.38161
0.427	5.41947
0.428	5.45505
0.429	5.48862
0.43	5.52049
0.431	5.55097
0.432	5.58038
0.433	5.60906
0.434	5.63733
0.435	5.66548
0.436	5.6938
0.437	5.7225
0.438	5.75177
0.439	5.78179
0.44	5.81273
0.441	5.84476
0.442	5.87804
0.443	5.91269
0.444	5.94877
0.445	5.98629
0.446	6.02519
0.447	6.06536
0.448	6.10667
0.449	6.14897
0.45	6.19214
0.451	6.23607
0.452	6.28065
0.453	6.3258
0.454	6.37144
0.455	6.41751
0.456	6.46398
0.457	6.51077
0.458	6.55781
0.459	6.60504
0.46	6.65234
0.461	6.69963
0.462	6.74677
0.463	6.79355
0.464	6.83975
0.465	6.88503
0.466	6.92904
0.467	6.97138
0.468	7.0116
0.469	7.04923
0.47	7.08379
0.471	7.1148
0.472	7.14181
0.473	7.16444
0.474	7.18239
0.475	7.1954
0.476	7.20333
0.477	7.20605
0.478	7.2035
0.479	7.19567
0.48	7.18259
0.481	7.1643
0.482	7.14088
0.483	7.11242
0.484	7.07906
0.485	7.04096
0.486	6.99831
0.487	6.95138
0.488	6.90047
0.489	6.84598
0.49	6.78838
0.491	6.72825
0.492	6.6662
0.493	6.60293
0.494	6.53915
0.495	6.47558
0.496	6.41293
0.497	6.35188
0.498	6.29307
0.499	6.23705
0.5	6.18427
0.501	6.13509
0.502	6.08972
0.503	6.0483
0.504	6.01081
0.505	5.97717
0.506	5.94721
0.507	5.92067
0.508	5.89727
0.509	5.87663
0.51	5.85833
0.511	5.84188
0.512	5.82677
0.513	5.81245
0.514	5.79836
0.515	5.78394
0.516	5.76867
0.517	5.75206
0.518	5.7337
0.519	5.71324
0.52	5.6904
0.521	5.66498
0.522	5.63685
0.523	5.60594
0.524	5.57224
0.525	5.5358
0.526	5.49672
0.527	5.45514
0.528	5.41125
0.529	5.36528
0.53	5.31749
0.531	5.26817
0.532	5.21761
0.533	5.16612
0.534	5.11399
0.535	5.06152
0.536	5.00899
0.537	4.95664
0.538	4.90474
0.539	4.85352
0.54	4.80322
0.541	4.75402
0.542	4.70607
0.543	4.65946
0.544	4.61423
0.545	4.5704
0.546	4.52794
0.547	4.48682
0.548	4.44699
0.549	4.40842
0.55	4.37108
0.551	4.33493
0.552	4.29995
0.553	4.2661
0.554	4.23332
0.555	4.20157
0.556	4.17076
0.557	4.14082
0.558	4.11171
0.559	4.08339
0.56	4.05592
0.561	4.02938
0.562	4.00392
0.563	3.97974
0.564	3.95705
0.565	3.93612
0.566	3.91719
0.567	3.90049
0.568	3.88628
0.569	3.87474
0.57	3.86608
0.571	3.86043
0.572	3.8579
0.573	3.85858
0.574	3.86248
0.575	3.8696
0.576	3.87987
0.577	3.89318
0.578	3.90938
0.579	3.92825
0.58	3.94952
0.581	3.97286
0.582	3.99786
0.583	4.02408
0.584	4.05102
0.585	4.07821
0.586	4.10518
0.587	4.13151
0.588	4.15681
0.589	4.18077
0.59	4.20312
0.591	4.22365
0.592	4.24224
0.593	4.25877
0.594	4.2732
0.595	4.28549
0.596	4.29563
0.597	4.30361
0.598	4.30947
0.599	4.31323
0.6	4.31496
0.601	4.31478
0.602	4.31285
0.603	4.30935
0.604	4.30449
0.605	4.2985
0.606	4.29164
0.607	4.28416
0.608	4.27633
0.609	4.26841
0.61	4.26067
0.611	4.25335
0.612	4.24667
0.613	4.24087
0.614	4.23616
0.615	4.23278
0.616	4.23098
0.617	4.231
0.618	4.23308
0.619	4.23745
0.62	4.24428
0.621	4.25375
0.622	4.26599
0.623	4.28113
0.624	4.29927
0.625	4.32044
0.626	4.34464
0.627	4.37183
0.628	4.40191
0.629	4.43477
0.63	4.47025
0.631	4.50821
0.632	4.5485
0.633	4.59099
0.634	4.63552
0.635	4.68194
0.636	4.73009
0.637	4.77978
0.638	4.83077
0.639	4.88282
0.64	4.93564
0.641	4.98892
0.642	5.0423
0.643	5.09545
0.644	5.14801
0.645	5.19964
0.646	5.25001
0.647	5.29887
0.648	5.34596
0.649	5.3911
0.65	5.43415
0.651	5.47501
0.652	5.51361
0.653	5.54994
0.654	5.58398
0.655	5.61574
0.656	5.64525
0.657	5.67253
0.658	5.69762
0.659	5.72056
0.66	5.74138
0.661	5.76011
0.662	5.77679
0.663	5.79149
0.664	5.80432
0.665	5.81542
0.666	5.825
0.667	5.83328
0.668	5.8405
0.669	5.84693
0.67	5.85283
0.671	5.85847
0.672	5.8641
0.673	5.87001
0.674	5.8765
0.675	5.88387
0.676	5.89242
0.677	5.9024
0.678	5.91403
0.679	5.92744
0.68	5.9427
0.681	5.95982
0.682	5.9788
0.683	5.99956
0.684	6.02201
0.685	6.04602
0.686	6.07142
0.687	6.09806
0.688	6.12575
0.689	6.15431
0.69	6.18354
0.691	6.21325
0.692	6.24328
0.693	6.2735
0.694	6.30384
0.695	6.33433
0.696	6.36509
0.697	6.39629
0.698	6.42816
0.699	6.46092
0.7	6.49481
0.701	6.53001
0.702	6.56668
0.703	6.60497
0.704	6.64496
0.705	6.68677
0.706	6.73054
0.707	6.7765
0.708	6.82493
0.709	6.87617
0.71	6.93058
0.711	6.98849
0.712	7.05016
0.713	7.11573
0.714	7.18523
0.715	7.25857
0.716	7.33561
0.717	7.41619
0.718	7.50015
0.719	7.58742
0.72	7.67802
0.721	7.77208
0.722	7.86981
0.723	7.97146
0.724	8.07722
0.725	8.18713
0.726	8.30101
0.727	8.4184
0.728	8.5386
0.729	8.66072
0.73	8.78379
0.731	8.90676
0.732	9.02862
0.733	9.14839
0.734	9.26516
0.735	9.37809
0.736	9.48645
0.737	9.58956
0.738	9.68681
0.739	9.77758
0.74	9.86119
0.741	9.93697
0.742	10.0042
0.743	10.0622
0.744	10.1105
0.745	10.1487
0.746	10.1765
0.747	10.1941
0.748	10.2016
0.749	10.1995
0.75	10.1883
0.751	10.1686
0.752	10.1409
0.753	10.106
0.754	10.0642
0.755	10.0162
0.756	9.96224
0.757	9.90304
0.758	9.83919
0.759	9.77143
0.76	9.70066
0.761	9.62792
0.762	9.55434
0.763	9.48107
0.764	9.40919
0.765	9.33964
0.766	9.27312
0.767	9.21017
0.768	9.15117
0.769	9.09639
0.77	9.04606
0.771	9.00038
0.772	8.95948
0.773	8.92344
0.774	8.89226
0.775	8.86581
0.776	8.84387
0.777	8.82607
0.778	8.81194
0.779	8.80094
0.78	8.79243
0.781	8.78578
0.782	8.78032
0.783	8.77542
0.784	8.77046
0.785	8.76489
0.786	8.75817
0.787	8.74979
0.788	8.73922
0.789	8.72595
0.79	8.70946
0.791	8.68929
0.792	8.66503
0.793	8.63638
0.794	8.60316
0.795	8.56529
0.796	8.52276
0.797	8.47566
0.798	8.4241
0.799	8.36827
0.8	8.30845
0.801	8.24507
0.802	8.17875
