0.0,80.
0.025,79.0
0.05,77.0
0.075,75.0
0.1,75.0
0.125,80.0
0.15,90.
0.175,110.
0.2,115.0
0.225,115.0
0.25,116.0
0.275,115.0
0.3,112.5
0.325,111.0
0.35,110.0
0.375,108.0
0.4,105.
0.425,99.0
0.45,98.8
0.475,99.0
0.5,99.0
0.525,99.0
0.55,99.0
0.575,97.0
0.6,95.0
0.625,92.5
0.65,90.0
0.675,89.0
0.7,88.0
0.725,86.0
0.75,85.0
0.775,84.0
0.8,80.0
