0.0,5.0
0.025,5.0
0.05,5.0
0.075,4.0
0.1,5.2
0.125,10.0
0.15,20.0
0.175,36.0
0.2,35.0
0.225,25.0
0.25,19.0
0.275,15.0
0.3,12.0
0.325,10.0
0.35,8.0
0.375,7.0
0.4,5.0
0.425,2.0
0.45,4.0
0.475,6.8
0.5,7.0
0.525,7.0
0.55,6.8
0.575,6.2
0.6,6.0
0.625,5.0
0.65,5.0
0.675,5.0
0.7,6.0
0.725,6.0
0.75,6.0
0.775,6.0
0.8,6.0
